"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10483","should login with valid credentials","","Tue Feb 04 10:04:18 GMT-04:00 2025","passed","Tue Feb 04 10:04:29 GMT-04:00 2025","","My Login application","",""
